"","doi","score","title","year","title_score","merge_score","fullCitation","authors","journal","cite_count_crossref","journal_tf","original_citation","citation_rank","id"
"369","http://dx.doi.org/10.1177/0733464814537701",2.8463829,"The Impact of Activity Interventions on the Well-Being of Older Adults in Continuing Care Communities",2014,0.95,2.704063755,"V. Winstead, E. A. Yost, S. R. Cotten, R. W. Berkowsky, W. A. Anderson, 2014, 'The Impact of Activity Interventions on the Well-Being of Older Adults in Continuing Care Communities', <i>Journal of Applied Gerontology</i>, vol. 33, no. 7, pp. 888-911","V. Winstead, E. A. Yost, S. R. Cotten, R. W. Berkowsky, W. A. Anderson","Journal of Applied Gerontology",0,1,"Winstead, Vicki, Elizabeth A. Yost, Shelia R. Cotten, Ronald W. Berkowsky, and William A.  Anderson.  2014.  “The Impact of Activity Interventions on the Well-Being of Older Adults in  Continuing Care Communities.”  Journal of Applied Gerontology 33(7): 888-911.  doi:  10.1177/0733464814537701.","1","Berkowsky_CV_-_August_2015 (1)"
"370","http://dx.doi.org/10.1080/03601277.2012.734162",0.7784435,"Attitudes Towards and Limitations to ICT Use in Assisted and Independent Living Communities: Findings from a Specially-Designed Technological Intervention",2013,0.3,0.23353305,"Ronald W. Berkowsky, Shelia R. Cotton, Elizabeth A. Yost, Vicki P. Winstead, 2013, 'Attitudes Towards and Limitations to ICT Use in Assisted and Independent Living Communities: Findings from a Specially-Designed Technological Intervention', <i>Educational Gerontology</i>, vol. 39, no. 11, pp. 797-811","Ronald W. Berkowsky, Shelia R. Cotton, Elizabeth A. Yost, Vicki P. Winstead","Educational Gerontology",4,0,"Winstead, Vicki, Elizabeth A. Yost, Shelia R. Cotten, Ronald W. Berkowsky, and William A.  Anderson.  2014.  “The Impact of Activity Interventions on the Well-Being of Older Adults in  Continuing Care Communities.”  Journal of Applied Gerontology 33(7): 888-911.  doi:  10.1177/0733464814537701.","2","Berkowsky_CV_-_August_2015 (1)"
"371","http://dx.doi.org/10.1177/0733464811431824",0.62768143,"You Can Teach an Old Dog New Tricks: A Qualitative Analysis of How Residents of Senior Living Communities May Use the Web to Overcome Spatial and Social Barriers",2012,0.3,0.188304429,"V. Winstead, W. A. Anderson, E. A. Yost, S. R. Cotten, A. Warr, R. W. Berkowsky, 2012, 'You Can Teach an Old Dog New Tricks: A Qualitative Analysis of How Residents of Senior Living Communities May Use the Web to Overcome Spatial and Social Barriers', <i>Journal of Applied Gerontology</i>, vol. 32, no. 5, pp. 540-560","V. Winstead, W. A. Anderson, E. A. Yost, S. R. Cotten, A. Warr, R. W. Berkowsky","Journal of Applied Gerontology",0,1,"Winstead, Vicki, Elizabeth A. Yost, Shelia R. Cotten, Ronald W. Berkowsky, and William A.  Anderson.  2014.  “The Impact of Activity Interventions on the Well-Being of Older Adults in  Continuing Care Communities.”  Journal of Applied Gerontology 33(7): 888-911.  doi:  10.1177/0733464814537701.","3","Berkowsky_CV_-_August_2015 (1)"
"372","http://dx.doi.org/10.4017/gt.2010.09.02.175.00",0.46260285,"Using technology to decrease isolation from social ties and social places",2010,0.3,0.138780855,"S. Cotten, A. Warr, W. Anderson, V. Winstead, L. Yost, R. Berkowsky, 2010, 'Using technology to decrease isolation from social ties and social places', <i>Gerontechnology</i>, vol. 9, no. 2","S. Cotten, A. Warr, W. Anderson, V. Winstead, L. Yost, R. Berkowsky","Gerontechnology",0,0,"Winstead, Vicki, Elizabeth A. Yost, Shelia R. Cotten, Ronald W. Berkowsky, and William A.  Anderson.  2014.  “The Impact of Activity Interventions on the Well-Being of Older Adults in  Continuing Care Communities.”  Journal of Applied Gerontology 33(7): 888-911.  doi:  10.1177/0733464814537701.","4","Berkowsky_CV_-_August_2015 (1)"
"373","http://dx.doi.org/10.1080/1369118x.2013.772650",5.3860784,"WHEN YOU JUST CANNOT GET AWAY",2013,0.95,5.11677448,"Ronald W. Berkowsky, 2013, 'WHEN YOU JUST CANNOT GET AWAY', <i>Information, Communication &amp; Society</i>, vol. 16, no. 4, pp. 519-541","Ronald W. Berkowsky","Information, Communication &amp; Society",3,0,"Berkowsky, Ronald W.  2013.  “When You Just Cannot Get Away: Exploring the Use of Information  and Communication Technologies in Facilitating Negative Work/Home Spillover.”  Information,  Communication & Society 16(4): 519-541.  doi: 10.1080/1369118X.2013.772650.","1","Berkowsky_CV_-_August_2015 (1)"
"374","http://dx.doi.org/10.1177/0733464811431824",4.1362514,"You Can Teach an Old Dog New Tricks: A Qualitative Analysis of How Residents of Senior Living Communities May Use the Web to Overcome Spatial and Social Barriers",2012,0.95,3.92943883,"V. Winstead, W. A. Anderson, E. A. Yost, S. R. Cotten, A. Warr, R. W. Berkowsky, 2012, 'You Can Teach an Old Dog New Tricks: A Qualitative Analysis of How Residents of Senior Living Communities May Use the Web to Overcome Spatial and Social Barriers', <i>Journal of Applied Gerontology</i>, vol. 32, no. 5, pp. 540-560","V. Winstead, W. A. Anderson, E. A. Yost, S. R. Cotten, A. Warr, R. W. Berkowsky","Journal of Applied Gerontology",9,1,"W. Berkowsky.  2013.  “You Can Teach an Old Dog New Tricks: A Qualitative Analysis of How  Residents of Senior Living Communities May Use the Web to Overcome Spatial and Social  Barriers.”  Journal of Applied Gerontology 32(5): 540-560.  doi: 10.1177/0733464811431824.","1","Berkowsky_CV_-_August_2015 (1)"
"375","http://dx.doi.org/10.1177/1555343415583747",2.624495,"Online Information Search Performance and Search Strategies in a Health Problem-Solving Scenario",2015,0.95,2.49327025,"J. Sharit, J. Taha, R. W. Berkowsky, H. Profita, S. J. Czaja, 2015, 'Online Information Search Performance and Search Strategies in a Health Problem-Solving Scenario', <i>Journal of Cognitive Engineering and Decision Making</i>, vol. 9, no. 3, pp. 211-228","J. Sharit, J. Taha, R. W. Berkowsky, H. Profita, S. J. Czaja","Journal of Cognitive Engineering and Decision Making",0,1,"Sharit, Joseph, Jessica Taha, Ronald W. Berkowsky, Halley Profita, and Sara J. Czaja.  2015.  “Online  Information Search Performance and Search Strategies in a Health Problem Solving Scenario.”   Journal of Cognitive Engineering and Decision Making (published online ahead of print).  doi:  10.1177/1555343415583747.","1","Berkowsky_CV_-_August_2015"
"376","http://dx.doi.org/10.1177/0733464814537701",2.8463829,"The Impact of Activity Interventions on the Well-Being of Older Adults in Continuing Care Communities",2014,0.95,2.704063755,"V. Winstead, E. A. Yost, S. R. Cotten, R. W. Berkowsky, W. A. Anderson, 2014, 'The Impact of Activity Interventions on the Well-Being of Older Adults in Continuing Care Communities', <i>Journal of Applied Gerontology</i>, vol. 33, no. 7, pp. 888-911","V. Winstead, E. A. Yost, S. R. Cotten, R. W. Berkowsky, W. A. Anderson","Journal of Applied Gerontology",0,1,"Winstead, Vicki, Elizabeth A. Yost, Shelia R. Cotten, Ronald W. Berkowsky, and William A.  Anderson.  2014.  “The Impact of Activity Interventions on the Well-Being of Older Adults in  Continuing Care Communities.”  Journal of Applied Gerontology 33(7): 888-911.  doi:  10.1177/0733464814537701.","1","Berkowsky_CV_-_August_2015"
"377","http://dx.doi.org/10.1080/03601277.2012.734162",0.7784435,"Attitudes Towards and Limitations to ICT Use in Assisted and Independent Living Communities: Findings from a Specially-Designed Technological Intervention",2013,0.3,0.23353305,"Ronald W. Berkowsky, Shelia R. Cotton, Elizabeth A. Yost, Vicki P. Winstead, 2013, 'Attitudes Towards and Limitations to ICT Use in Assisted and Independent Living Communities: Findings from a Specially-Designed Technological Intervention', <i>Educational Gerontology</i>, vol. 39, no. 11, pp. 797-811","Ronald W. Berkowsky, Shelia R. Cotton, Elizabeth A. Yost, Vicki P. Winstead","Educational Gerontology",4,0,"Winstead, Vicki, Elizabeth A. Yost, Shelia R. Cotten, Ronald W. Berkowsky, and William A.  Anderson.  2014.  “The Impact of Activity Interventions on the Well-Being of Older Adults in  Continuing Care Communities.”  Journal of Applied Gerontology 33(7): 888-911.  doi:  10.1177/0733464814537701.","2","Berkowsky_CV_-_August_2015"
"378","http://dx.doi.org/10.1177/0733464811431824",0.62768143,"You Can Teach an Old Dog New Tricks: A Qualitative Analysis of How Residents of Senior Living Communities May Use the Web to Overcome Spatial and Social Barriers",2012,0.3,0.188304429,"V. Winstead, W. A. Anderson, E. A. Yost, S. R. Cotten, A. Warr, R. W. Berkowsky, 2012, 'You Can Teach an Old Dog New Tricks: A Qualitative Analysis of How Residents of Senior Living Communities May Use the Web to Overcome Spatial and Social Barriers', <i>Journal of Applied Gerontology</i>, vol. 32, no. 5, pp. 540-560","V. Winstead, W. A. Anderson, E. A. Yost, S. R. Cotten, A. Warr, R. W. Berkowsky","Journal of Applied Gerontology",0,1,"Winstead, Vicki, Elizabeth A. Yost, Shelia R. Cotten, Ronald W. Berkowsky, and William A.  Anderson.  2014.  “The Impact of Activity Interventions on the Well-Being of Older Adults in  Continuing Care Communities.”  Journal of Applied Gerontology 33(7): 888-911.  doi:  10.1177/0733464814537701.","3","Berkowsky_CV_-_August_2015"
"379","http://dx.doi.org/10.4017/gt.2010.09.02.175.00",0.46260285,"Using technology to decrease isolation from social ties and social places",2010,0.3,0.138780855,"S. Cotten, A. Warr, W. Anderson, V. Winstead, L. Yost, R. Berkowsky, 2010, 'Using technology to decrease isolation from social ties and social places', <i>Gerontechnology</i>, vol. 9, no. 2","S. Cotten, A. Warr, W. Anderson, V. Winstead, L. Yost, R. Berkowsky","Gerontechnology",0,0,"Winstead, Vicki, Elizabeth A. Yost, Shelia R. Cotten, Ronald W. Berkowsky, and William A.  Anderson.  2014.  “The Impact of Activity Interventions on the Well-Being of Older Adults in  Continuing Care Communities.”  Journal of Applied Gerontology 33(7): 888-911.  doi:  10.1177/0733464814537701.","4","Berkowsky_CV_-_August_2015"
"380","http://dx.doi.org/10.1080/1369118x.2013.772650",5.3860784,"WHEN YOU JUST CANNOT GET AWAY",2013,0.95,5.11677448,"Ronald W. Berkowsky, 2013, 'WHEN YOU JUST CANNOT GET AWAY', <i>Information, Communication &amp; Society</i>, vol. 16, no. 4, pp. 519-541","Ronald W. Berkowsky","Information, Communication &amp; Society",3,0,"Berkowsky, Ronald W.  2013.  “When You Just Cannot Get Away: Exploring the Use of Information  and Communication Technologies in Facilitating Negative Work/Home Spillover.”  Information,  Communication & Society 16(4): 519-541.  doi: 10.1080/1369118X.2013.772650.","1","Berkowsky_CV_-_August_2015"
"381","http://dx.doi.org/10.1177/0733464811431824",4.1362514,"You Can Teach an Old Dog New Tricks: A Qualitative Analysis of How Residents of Senior Living Communities May Use the Web to Overcome Spatial and Social Barriers",2012,0.95,3.92943883,"V. Winstead, W. A. Anderson, E. A. Yost, S. R. Cotten, A. Warr, R. W. Berkowsky, 2012, 'You Can Teach an Old Dog New Tricks: A Qualitative Analysis of How Residents of Senior Living Communities May Use the Web to Overcome Spatial and Social Barriers', <i>Journal of Applied Gerontology</i>, vol. 32, no. 5, pp. 540-560","V. Winstead, W. A. Anderson, E. A. Yost, S. R. Cotten, A. Warr, R. W. Berkowsky","Journal of Applied Gerontology",9,1,"W. Berkowsky.  2013.  “You Can Teach an Old Dog New Tricks: A Qualitative Analysis of How  Residents of Senior Living Communities May Use the Web to Overcome Spatial and Social  Barriers.”  Journal of Applied Gerontology 32(5): 540-560.  doi: 10.1177/0733464811431824.","1","Berkowsky_CV_-_August_2015"
"382","http://dx.doi.org/10.1007/bf00894351",0.22078386,"The 1977 division 27 award for distinguished contributions to community psychology and community mental health: Bernard L. Bloom",1978,0.3,0.066235158,"Bernard L. Bloom, 1978, 'The 1977 division 27 award for distinguished contributions to community psychology and community mental health: Bernard L. Bloom', <i>American Journal of Community Psychology</i>, vol. 6, no. 3, pp. 201-217","Bernard L. Bloom","American Journal of Community Psychology",0,0,"Joshua Bloom. 2010. “Ally to Win: Black Community Leaders in SEIU’s L.A. Security  Campaign,” in Ruth Milkman, Joshua Bloom, and Victor Narro, eds. Working for  Justice: The L.A. Model of Organizing and Advocacy, Cornell University Press.    Distinguished Graduate Student Paper Award  American Sociological Association, Honorable Mention, Labor Section.","1","Bloom_--_C.V"
"383","http://dx.doi.org/10.1016/j.ssresearch.2013.07.010",7.1500516,"Skin color, sex, and educational attainment in the post-civil rights era",2013,0.95,6.79254902,"Amelia R. Branigan, Jeremy Freese, Assaf Patir, Thomas W. McDade, Kiang Liu, Catarina I. Kiefe, 2013, 'Skin color, sex, and educational attainment in the post-civil rights era', <i>Social Science Research</i>, vol. 42, no. 6, pp. 1659-1674","Amelia R. Branigan, Jeremy Freese, Assaf Patir, Thomas W. McDade, Kiang Liu, Catarina I. Kiefe","Social Science Research",2,1,"Branigan, Amelia R., Jeremy Freese, Assaf Patir, Thomas W. McDade, Kiang Liu, and Catarina I. Kiefe.  2013. “Skin Color, Sex, and Educational Attainment in the Post-Civil-Rights Era.” Social Science Research.  42(6): 1659-1674. (link)","1","BraniganCV_Sept2015"
"384","http://dx.doi.org/10.1093/sf/sot076",0.42016026,"Variation in the Heritability of Educational Attainment: An International Meta-Analysis",2013,0.4,0.168064104,"A. R. Branigan, K. J. McCallum, J. Freese, 2013, 'Variation in the Heritability of Educational Attainment: An International Meta-Analysis', <i>Social Forces</i>, vol. 92, no. 1, pp. 109-140","A. R. Branigan, K. J. McCallum, J. Freese","Social Forces",15,0,"Branigan, Amelia R., Jeremy Freese, Assaf Patir, Thomas W. McDade, Kiang Liu, and Catarina I. Kiefe.  2013. “Skin Color, Sex, and Educational Attainment in the Post-Civil-Rights Era.” Social Science Research.  42(6): 1659-1674. (link)","2","BraniganCV_Sept2015"
"385","http://dx.doi.org/10.1093/sf/sot076",4.562296,"Variation in the Heritability of Educational Attainment: An International Meta-Analysis",2013,0.95,4.3341812,"A. R. Branigan, K. J. McCallum, J. Freese, 2013, 'Variation in the Heritability of Educational Attainment: An International Meta-Analysis', <i>Social Forces</i>, vol. 92, no. 1, pp. 109-140","A. R. Branigan, K. J. McCallum, J. Freese","Social Forces",15,1,"Branigan, Amelia R., Kenneth J. McCallum, and Jeremy Freese. 2013. “Variation in the Heritability of  Educational Attainment: An International Meta-Analysis.” Social Forces. 92(1): 109-140. (link)","1","BraniganCV_Sept2015"
"386","http://dx.doi.org/10.1016/j.ssresearch.2013.07.010",1.1589682,"Skin color, sex, and educational attainment in the post-civil rights era",2013,0.5,0.5794841,"Amelia R. Branigan, Jeremy Freese, Assaf Patir, Thomas W. McDade, Kiang Liu, Catarina I. Kiefe, 2013, 'Skin color, sex, and educational attainment in the post-civil rights era', <i>Social Science Research</i>, vol. 42, no. 6, pp. 1659-1674","Amelia R. Branigan, Jeremy Freese, Assaf Patir, Thomas W. McDade, Kiang Liu, Catarina I. Kiefe","Social Science Research",2,0,"Branigan, Amelia R., Kenneth J. McCallum, and Jeremy Freese. 2013. “Variation in the Heritability of  Educational Attainment: An International Meta-Analysis.” Social Forces. 92(1): 109-140. (link)","2","BraniganCV_Sept2015"
"387","http://dx.doi.org/10.1016/j.ssresearch.2013.07.010",0.5173984,"Skin color, sex, and educational attainment in the post-civil rights era",2013,0.4,0.20695936,"Amelia R. Branigan, Jeremy Freese, Assaf Patir, Thomas W. McDade, Kiang Liu, Catarina I. Kiefe, 2013, 'Skin color, sex, and educational attainment in the post-civil rights era', <i>Social Science Research</i>, vol. 42, no. 6, pp. 1659-1674","Amelia R. Branigan, Jeremy Freese, Assaf Patir, Thomas W. McDade, Kiang Liu, Catarina I. Kiefe","Social Science Research",0,0,"Freese, Jeremy and Amelia R. Branigan. 2012. “Cognitive Skills and Survey Nonresponse: Evidence from  Two Longitudinal Studies in the United States.” EurAmerica. 42(2): 221-247.","1","BraniganCV_Sept2015"
"388","http://dx.doi.org/10.1177/0891243215602922",4.728478,"Altruistic Agencies and Compassionate Consumers: Moral Framing of Transnational Surrogacy",2015,0.95,4.4920541,"S. Rudrappa, C. Collins, 2015, 'Altruistic Agencies and Compassionate Consumers: Moral Framing of Transnational Surrogacy', <i>Gender &amp; Society</i>, vol. 29, no. 6, pp. 937-959","S. Rudrappa, C. Collins","Gender &amp; Society",0,0,"Rudrappa, Sharmila and Caitlyn Collins. Forthcoming. “Altruistic Agencies and Compassionate  Consumers: Moral Framing of Transnational Surrogacy.” Gender & Society.","1","Caitlyn_Collins_CV_3_UCDavis"
"389","http://dx.doi.org/10.1016/j.socscimed.2013.04.013",6.191877,"Higher-status occupations and breast cancer: A life-course stress approach",2013,0.95,5.88228315,"Tetyana Pudrovska, Deborah Carr, Michael McFarland, Caitlyn Collins, 2013, 'Higher-status occupations and breast cancer: A life-course stress approach', <i>Social Science &amp; Medicine</i>, vol. 89, pp. 53-61","Tetyana Pudrovska, Deborah Carr, Michael McFarland, Caitlyn Collins","Social Science &amp; Medicine",0,0,"Pudrovska, Tetyana, Deborah Carr, Michael McFarland, and Caitlyn Collins. 2013. “Higher-Status  Occupations and Breast Cancer: A Life-Course Stress Approach.” Social Science & Medicine 89:53-61.","1","Caitlyn_Collins_CV_3_UCDavis"
"390","http://dx.doi.org/10.1080/10502556.2010.504093",0.4643908,"Spatial and Temporal Arrangements, Parental Authority, and Young Adults' Postdivorce Experiences",2010,0.3,0.13931724,"Michelle Janning, Jill Laney, Caitlyn Collins, 2010, 'Spatial and Temporal Arrangements, Parental Authority, and Young Adults&#39; Postdivorce Experiences', <i>Journal of Divorce &amp; Remarriage</i>, vol. 51, no. 7, pp. 413-427","Michelle Janning, Jill Laney, Caitlyn Collins","Journal of Divorce &amp; Remarriage",1,0,"Janning, Michelle, Caitlyn Collins, and Jacqueline Kamm. 2011. “Gender, Space, and Objects in  Divorced Families.” Michigan Family Review 15(1):35-58.","1","Caitlyn_Collins_CV_3_UCDavis"
"391","http://dx.doi.org/10.1080/10502556.2010.504093",0.38530424,"Spatial and Temporal Arrangements, Parental Authority, and Young Adults' Postdivorce Experiences",2010,0.3,0.115591272,"Michelle Janning, Jill Laney, Caitlyn Collins, 2010, 'Spatial and Temporal Arrangements, Parental Authority, and Young Adults&#39; Postdivorce Experiences', <i>Journal of Divorce &amp; Remarriage</i>, vol. 51, no. 7, pp. 413-427","Michelle Janning, Jill Laney, Caitlyn Collins","Journal of Divorce &amp; Remarriage",0,0,"Collins, Caitlyn and Michelle Janning. 2010. “The Stuff at Mom’s House and the Stuff at Dad’s House:  The Material Consumption of Divorce for Adolescents.” Pp. 163-177, Childhood and Consumer Culture,  edited by David Buckingham and Vebjørg Tingstad. Hampshire, England: Palgrave Macmillan.","1","Caitlyn_Collins_CV_3_UCDavis"
"392","http://dx.doi.org/10.1080/10502556.2010.504093",6.6367226,"Spatial and Temporal Arrangements, Parental Authority, and Young Adults' Postdivorce Experiences",2010,0.95,6.30488647,"Michelle Janning, Jill Laney, Caitlyn Collins, 2010, 'Spatial and Temporal Arrangements, Parental Authority, and Young Adults&#39; Postdivorce Experiences', <i>Journal of Divorce &amp; Remarriage</i>, vol. 51, no. 7, pp. 413-427","Michelle Janning, Jill Laney, Caitlyn Collins","Journal of Divorce &amp; Remarriage",1,0,"Janning, Michelle, Jill Laney, and Caitlyn Collins. 2010. “Spatial and Temporal Arrangements, Parental  Authority, and Young Adults’ Post-Divorce Experiences.” The Journal of Divorce and Remarriage  51(7):413-427.","1","Caitlyn_Collins_CV_3_UCDavis"
"393","http://dx.doi.org/10.1177/0022146513484766",2.796757,"Physical Limitation and Emotional Well-Being: Gender and Marital Status Variations",2013,0.95,2.65691915,"J. Caputo, R. W. Simon, 2013, 'Physical Limitation and Emotional Well-Being: Gender and Marital Status Variations', <i>Journal of Health and Social Behavior</i>, vol. 54, no. 2, pp. 240-256","J. Caputo, R. W. Simon","Journal of Health and Social Behavior",0,1,"Caputo, Jennifer and Robin W. Simon. “Physical Limitations and Emotional Well-Being: Gender  and Marital Status Variations.” Journal of Health and Social Behavior 54(2): 241-257.","1","Caputo_CV_September_11"
"394","http://dx.doi.org/10.1177/0002764213487344",4.9276276,"Social Inequality and Health Across the Life Course",2013,0.95,4.68124622,"E. K. Pavalko, J. Caputo, 2013, 'Social Inequality and Health Across the Life Course', <i>American Behavioral Scientist</i>, vol. 57, no. 8, pp. 1040-1056","E. K. Pavalko, J. Caputo","American Behavioral Scientist",7,1,"Pavalko, Eliza K. and Jennifer Caputo. “Social Inequality and Health Across the Life Course.”  American Behavioral Scientist 57(8): 1040-1056.","1","Caputo_CV_September_11"
"395","http://dx.doi.org/10.1080/03066150.2014.990446",0.6933758,"Urbanization through dispossession: survival and stratification in China's new townships",2015,0.9,0.62403822,"Julia Chuang, 2015, 'Urbanization through dispossession: survival and stratification in China&#39;s new townships', <i>The Journal of Peasant Studies</i>, vol. 42, no. 2, pp. 275-294","Julia Chuang","The Journal of Peasant Studies",0,0,"Factory Girls After the Factory: Female Return Migrations in Rural China,”  Forthcoming in Gender & Society  “Urbanization Through Dispossession: Survival and Stratification in China’s New","1","Chuang_CV"
"396","http://dx.doi.org/10.1017/s030574101400068x",1.223966,"China's Rural Land Politics: Bureaucratic Absorption and the Muting of Rightful Resistance",2014,0.8,0.9791728,"Julia Chuang, 2014, 'China&#39;s Rural Land Politics: Bureaucratic Absorption and the Muting of Rightful Resistance', <i>The China Quarterly</i>, vol. 219, pp. 649-669","Julia Chuang","The China Quarterly",2,0,"Townships,” Journal of Peasant Studies Vol. 42 (2), 275-294.  * American Sociological Association, Section on Labor and Labor  Movements Distinguished Graduate Student Paper 2014  “China’s Rural Land Politics: Bureaucratic Absorption and the Muting of Rightful","1","Chuang_CV"
"397","http://dx.doi.org/10.1080/03066150.2014.990446",0.45544735,"Urbanization through dispossession: survival and stratification in China's new townships",2015,0.3,0.136634205,"Julia Chuang, 2015, 'Urbanization through dispossession: survival and stratification in China&#39;s new townships', <i>The Journal of Peasant Studies</i>, vol. 42, no. 2, pp. 275-294","Julia Chuang","The Journal of Peasant Studies",0,0,"Townships,” Journal of Peasant Studies Vol. 42 (2), 275-294.  * American Sociological Association, Section on Labor and Labor  Movements Distinguished Graduate Student Paper 2014  “China’s Rural Land Politics: Bureaucratic Absorption and the Muting of Rightful","2","Chuang_CV"
"398","http://dx.doi.org/10.1017/s030574101400068x",1.0766399,"China's Rural Land Politics: Bureaucratic Absorption and the Muting of Rightful Resistance",2014,0.3,0.32299197,"Julia Chuang, 2014, 'China&#39;s Rural Land Politics: Bureaucratic Absorption and the Muting of Rightful Resistance', <i>The China Quarterly</i>, vol. 219, pp. 649-669","Julia Chuang","The China Quarterly",2,1,"Resistance,” The China Quarterly Vol. 219, 649-669.  Book chapters  “Chains of Debt: Labor Trafficking as a Career in China’s Construction Industry,”","1","Chuang_CV"
"399","http://dx.doi.org/10.1080/03066150.2014.891798",0.34956744,"Taming Tibet: landscape transformation and the gift of Chinese development",2014,0.8,0.279653952,"Julia Chuang, 2014, 'Taming Tibet: landscape transformation and the gift of Chinese development', <i>The Journal of Peasant Studies</i>, vol. 41, no. 2, pp. 283-286","Julia Chuang","The Journal of Peasant Studies",0,0,"in Rhacel Parrenas and Kimberly K. Hoang (eds.), Human Trafficking  Reconsidered: Rethinking the Problem, Envisioning New Solutions, pp. 58-68.  New York: Open Society Institute  Other publications  Review of Taming Tibet: Landscape Transformation and the Gift of Chinese","1","Chuang_CV"
"400","http://dx.doi.org/10.1177/0094306113514537",0.6126271,"The Withering Away of the State in China?",2013,0.5,0.30631355,"J. Lie, J. Chuang, 2013, 'The Withering Away of the State in China?', <i>Contemporary Sociology: A Journal of Reviews</i>, vol. 43, no. 1, pp. 37-39","J. Lie, J. Chuang","Contemporary Sociology: A Journal of Reviews",0,0,"Markets and Institutional Change in China, Victor Nee and Sonja Opper. Second  author with John Lie. Contemporary Sociology 43(37): 37-39  “Peoplehood.” Second author with John Lie. In Richard T. Schaefer (ed.),","1","Chuang_CV"
"401","http://dx.doi.org/10.1111/gwao.12098",4.8196106,"Feminized Forestry: The Promises and Pitfalls of Change in a Masculine Organization",2015,0.9,4.33764954,"Piper Coutinho-Sledge, 2015, 'Feminized Forestry: The Promises and Pitfalls of Change in a Masculine Organization', <i>Gender, Work &amp; Organization</i>, vol. 22, no. 4, pp. 375-389","Piper Coutinho-Sledge","Gender, Work &amp; Organization",0,0,"Coutinho-Sledge, Piper. 2015. Feminized Forestry: The Promises and Pitfalls of Change in a Masculine  Profession. Gender, Work, & Organization. 22(4): 375-389.  Works in Progress","1","Coutinho-Sledge.CV_June_2015"
"402","http://dx.doi.org/10.1111/gwao.12098",0.4540489,"Feminized Forestry: The Promises and Pitfalls of Change in a Masculine Organization",2015,0.3,0.13621467,"Piper Coutinho-Sledge, 2015, 'Feminized Forestry: The Promises and Pitfalls of Change in a Masculine Organization', <i>Gender, Work &amp; Organization</i>, vol. 22, no. 4, pp. 375-389","Piper Coutinho-Sledge","Gender, Work &amp; Organization",0,0,"Coutinho-Sledge, Piper. ""Not on my fucking life!"": Living Flat After Bilateral Mastectomy.","1","Coutinho-Sledge.CV_June_2015"
"403","http://dx.doi.org/10.1080/01419870.2011.629001",6.852513,"Moral bricolage and immigrant identification: The case of Romanian Americans",2013,0.95,6.50988735,"Mariana Craciun, 2013, 'Moral bricolage and immigrant identification: The case of Romanian Americans', <i>Ethnic and Racial Studies</i>, vol. 36, no. 5, pp. 729-746","Mariana Craciun","Ethnic and Racial Studies",1,1,"Craciun, Mariana.  2013.  “Moral Bricolage and Immigrant Identification:  The Case of  Romanian Americans.”  Ethnic and Racial Studies.  36(5): 729-746.","1","CRACIUN_CV_September_2015"
"404","http://dx.doi.org/10.1080/14636778.2015.1032406",0.44479698,"Misbehaving science: controversy and the development of behavior genetics",2015,0.3,0.133439094,"Mariana Craciun, 2015, 'Misbehaving science: controversy and the development of behavior genetics', <i>New Genetics and Society</i>, pp. 1-3","Mariana Craciun","New Genetics and Society",0,0,"Craciun, Mariana. “Charismatic Practices:  Power and Emotion in Psychotherapy.”  (Conditional  Accept at Theory and Society)","1","CRACIUN_CV_September_2015"
"405","http://dx.doi.org/10.1080/14636778.2015.1032406",2.1872187,"Misbehaving science: controversy and the development of behavior genetics",2015,0.95,2.077857765,"Mariana Craciun, 2015, 'Misbehaving science: controversy and the development of behavior genetics', <i>New Genetics and Society</i>, pp. 1-3","Mariana Craciun","New Genetics and Society",0,1,"Craciun, Mariana. 2015. Review of Misbehaving Science: Controversy and the Development of  Behavior Genetics by Aaron Panofsky.  New Genetics and Society.   DOI:10.1080/14636778.2015.1032406","1","CRACIUN_CV_September_2015"
"406","http://dx.doi.org/10.1016/j.ssresearch.2015.06.004",4.5325255,"Military westernization and state repression in the post-Cold War era",2015,0.95,4.305899225,"Ori Swed, Alexander Weinreb, 2015, 'Military westernization and state repression in the post-Cold War era', <i>Social Science Research</i>, vol. 53, pp. 270-287","Ori Swed, Alexander Weinreb","Social Science Research",0,1,"Swed Ori  and Alex Weinreb .“Military Westernization and State Repression in  the PostCold War Era” Social Science Research","1","Curriculum_Vitae_Ori_Swed"
"407","http://dx.doi.org/10.1177/0095327x13499562",4.5447884,"Military Capital in the Israeli Hi-tech Industry",2013,0.95,4.31754898,"O. Swed, J. S. Butler, 2013, 'Military Capital in the Israeli Hi-tech Industry', <i>Armed Forces &amp; Society</i>, vol. 41, no. 1, pp. 123-141","O. Swed, J. S. Butler","Armed Forces &amp; Society",1,0,"Swed  Ori  and  John  S.  Butler  as  co-author-  “Military  Capital  in  the  Israeli  Hi-Tech  Industry” Armed Forces & Society 41.1 (2015): 123-141","1","Curriculum_Vitae_Ori_Swed"
